label_flag,rows,columns
8,1271,25
distance,speed_down_aw0,level_flag_down_aw0,level_output_down_aw0,speed_down_aw1,level_flag_down_aw1,level_output_down_aw1,speed_down_aw2,level_flag_down_aw2,level_output_down_aw2,speed_down_aw3,level_flag_down_aw3,level_output_down_aw3,speed_up_aw0,level_flag_up_aw0,level_output_up_aw0,speed_up_aw1,level_flag_up_aw1,level_output_up_aw1,speed_up_aw2,level_flag_up_aw2,level_output_up_aw2,speed_up_aw3,level_flag_up_aw3,level_output_up_aw3
4320,9.656403237,1,97,0,0,0,0,0,0,0,0,0,7.828015481,3,63,0,0,0,0,0,0,0,0,0
4340,11.82494161,1,97,0,0,0,0,0,0,0,0,0,9.4868828,3,63,0,0,0,0,0,0,0,0,0
4360,13.65262905,1,97,0,0,0,0,0,0,0,0,0,10.89658334,3,63,0,0,0,0,0,0,0,0,0
4380,15.2624603,1,97,0,0,0,0,0,0,0,0,0,12.14417075,3,63,0,0,0,0,0,0,0,0,0
4400,16.71751847,1,97,0,0,0,0,0,0,0,0,0,13.27541011,3,63,0,0,0,0,0,0,0,0,0
4420,17.99387031,1,97,0,0,0,0,0,0,0,0,0,14.31953549,3,63,0,0,0,0,0,0,0,0,0
4440,19.10097426,1,97,0,0,0,0,0,0,0,0,0,15.29285098,3,63,0,0,0,0,0,0,0,0,0
4460,20.08712319,1,97,0,0,0,0,0,0,0,0,0,16.55519506,3,63,0,0,0,0,0,0,0,0,0
4480,21.25018821,1,97,0,0,0,0,0,0,0,0,0,17.72690722,3,63,0,0,0,0,0,0,0,0,0
4500,22.30685477,1,97,0,0,0,0,0,0,0,0,0,18.82615976,3,63,0,0,0,0,0,0,0,0,0
4520,23.28060321,1,97,0,0,0,0,0,0,0,0,0,19.86616308,3,63,0,0,0,0,0,0,0,0,0
4540,24.18596982,1,97,0,0,0,0,0,0,0,0,0,20.1066087,1,6,0,0,0,0,0,0,0,0,0
4560,25.03343522,3,3,0,0,0,0,0,0,0,0,0,20.34494568,1,6,0,0,0,0,0,0,0,0,0
4580,25.22069104,3,3,0,0,0,0,0,0,0,0,0,20.58122714,1,6,0,0,0,0,0,0,0,0,0
4600,25.40651601,3,3,0,0,0,0,0,0,0,0,0,20.81437031,1,6,0,0,0,0,0,0,0,0,0
4620,25.59186047,3,3,0,0,0,0,0,0,0,0,0,21.04557656,1,6,0,0,0,0,0,0,0,0,0
4640,25.77582221,3,3,0,0,0,0,0,0,0,0,0,21.27489311,1,6,0,0,0,0,0,0,0,0,0
4660,25.95843074,3,3,0,0,0,0,0,0,0,0,0,21.50236528,1,6,0,0,0,0,0,0,0,0,0
4680,26.13971454,3,3,0,0,0,0,0,0,0,0,0,21.7280361,1,6,0,0,0,0,0,0,0,0,0
4700,26.31970111,3,3,0,0,0,0,0,0,0,0,0,21.95194626,1,6,0,0,0,0,0,0,0,0,0
4720,26.49841699,3,3,0,0,0,0,0,0,0,0,0,22.1741341,1,6,0,0,0,0,0,0,0,0,0
4740,26.67588784,3,3,0,0,0,0,0,0,0,0,0,22.39463839,1,6,0,0,0,0,0,0,0,0,0
4760,26.85213844,3,3,0,0,0,0,0,0,0,0,0,22.61349672,1,6,0,0,0,0,0,0,0,0,0
4780,27.02719277,3,3,0,0,0,0,0,0,0,0,0,22.83074552,1,6,0,0,0,0,0,0,0,0,0
4800,27.20107404,3,3,0,0,0,0,0,0,0,0,0,23.04641992,1,6,0,0,0,0,0,0,0,0,0
4820,27.3738047,3,3,0,0,0,0,0,0,0,0,0,23.2605506,1,6,0,0,0,0,0,0,0,0,0
4840,27.54540649,3,3,0,0,0,0,0,0,0,0,0,23.4731712,1,6,0,0,0,0,0,0,0,0,0
4860,27.71590047,3,3,0,0,0,0,0,0,0,0,0,23.68431381,1,6,0,0,0,0,0,0,0,0,0
4880,27.88530707,3,3,0,0,0,0,0,0,0,0,0,23.89400893,1,6,0,0,0,0,0,0,0,0,0
4900,28.05373258,3,3,0,0,0,0,0,0,0,0,0,24.10228326,1,6,0,0,0,0,0,0,0,0,0
4920,28.22124335,3,3,0,0,0,0,0,0,0,0,0,24.30916648,1,6,0,0,0,0,0,0,0,0,0
4940,28.38786087,3,3,0,0,0,0,0,0,0,0,0,24.51468664,1,6,0,0,0,0,0,0,0,0,0
4960,28.55359916,3,3,0,0,0,0,0,0,0,0,0,24.71887001,1,6,0,0,0,0,0,0,0,0,0
4980,28.71847081,3,3,0,0,0,0,0,0,0,0,0,24.92174125,1,6,0,0,0,0,0,0,0,0,0
5000,28.88248858,3,3,0,0,0,0,0,0,0,0,0,25.12332569,1,6,0,0,0,0,0,0,0,0,0
5020,29.04566554,3,3,0,0,0,0,0,0,0,0,0,25.32364805,1,6,0,0,0,0,0,0,0,0,0
5040,29.2080128,3,3,0,0,0,0,0,0,0,0,0,25.52273161,1,6,0,0,0,0,0,0,0,0,0
5060,29.36954279,3,3,0,0,0,0,0,0,0,0,0,25.72059848,1,6,0,0,0,0,0,0,0,0,0
5080,29.53026653,3,3,0,0,0,0,0,0,0,0,0,25.91727183,1,6,0,0,0,0,0,0,0,0,0
5100,29.69019564,3,3,0,0,0,0,0,0,0,0,0,26.11277424,1,6,0,0,0,0,0,0,0,0,0
5120,29.84934157,3,3,0,0,0,0,0,0,0,0,0,26.30712371,1,6,0,0,0,0,0,0,0,0,0
5140,30.00771408,3,3,0,0,0,0,0,0,0,0,0,26.50034198,1,6,0,0,0,0,0,0,0,0,0
5160,30.16532425,3,3,0,0,0,0,0,0,0,0,0,26.69244979,1,6,0,0,0,0,0,0,0,0,0
5180,30.32218189,3,3,0,0,0,0,0,0,0,0,0,26.88346406,1,6,0,0,0,0,0,0,0,0,0
5200,30.47829758,3,3,0,0,0,0,0,0,0,0,0,27.07464701,1,6,0,0,0,0,0,0,0,0,0
5220,30.63368082,3,3,0,0,0,0,0,0,0,0,0,27.26475936,1,6,0,0,0,0,0,0,0,0,0
5240,30.78724994,3,3,0,0,0,0,0,0,0,0,0,27.45381869,1,6,0,0,0,0,0,0,0,0,0
5260,30.94011613,3,3,0,0,0,0,0,0,0,0,0,27.64184212,1,6,0,0,0,0,0,0,0,0,0
5280,31.09228825,3,3,0,0,0,0,0,0,0,0,0,27.82884729,1,6,0,0,0,0,0,0,0,0,0
5300,31.24377557,3,3,0,0,0,0,0,0,0,0,0,28.01485039,1,6,0,0,0,0,0,0,0,0,0
5320,31.39458599,3,3,0,0,0,0,0,0,0,0,0,28.19986756,1,6,0,0,0,0,0,0,0,0,0
5340,31.54472857,3,3,0,0,0,0,0,0,0,0,0,28.38391519,1,6,0,0,0,0,0,0,0,0,0
5360,31.69421095,3,3,0,0,0,0,0,0,0,0,0,28.56700805,1,6,0,0,0,0,0,0,0,0,0
5380,31.84304182,3,3,0,0,0,0,0,0,0,0,0,28.74916096,1,6,0,0,0,0,0,0,0,0,0
5400,31.9912287,3,3,0,0,0,0,0,0,0,0,0,28.9292264,1,6,0,0,0,0,0,0,0,0,0
5420,32.13982513,3,3,0,0,0,0,0,0,0,0,0,29.10839411,1,6,0,0,0,0,0,0,0,0,0
5440,32.28778385,3,3,0,0,0,0,0,0,0,0,0,29.11362985,1,6,0,0,0,0,0,0,0,0,0
5460,32.27913459,3,3,0,0,0,0,0,0,0,0,0,29.11887098,1,6,0,0,0,0,0,0,0,0,0
5480,32.27048041,3,3,0,0,0,0,0,0,0,0,0,29.12411749,1,6,0,0,0,0,0,0,0,0,0
5500,32.26182132,3,3,0,0,0,0,0,0,0,0,0,29.12936939,1,6,0,0,0,0,0,0,0,0,0
5520,32.25315731,3,3,0,0,0,0,0,0,0,0,0,29.13462669,1,6,0,0,0,0,0,0,0,0,0
5540,32.24448838,3,3,0,0,0,0,0,0,0,0,0,29.13988938,1,6,0,0,0,0,0,0,0,0,0
5560,32.23581451,3,3,0,0,0,0,0,0,0,0,0,29.14515747,1,6,0,0,0,0,0,0,0,0,0
5580,32.2271357,3,3,0,0,0,0,0,0,0,0,0,29.15043097,1,6,0,0,0,0,0,0,0,0,0
5600,32.21845195,3,3,0,0,0,0,0,0,0,0,0,29.15907501,1,6,0,0,0,0,0,0,0,0,0
5620,32.20672051,3,3,0,0,0,0,0,0,0,0,0,29.16772688,1,6,0,0,0,0,0,0,0,0,0
5640,32.19498115,3,3,0,0,0,0,0,0,0,0,0,29.17638643,1,6,0,0,0,0,0,0,0,0,0
5660,32.18323386,3,3,0,0,0,0,0,0,0,0,0,29.18505365,1,6,0,0,0,0,0,0,0,0,0
5680,32.17147863,3,3,0,0,0,0,0,0,0,0,0,29.02920802,1,42,0,0,0,0,0,0,0,0,0
5700,32.15971544,3,3,0,0,0,0,0,0,0,0,0,28.87142562,1,42,0,0,0,0,0,0,0,0,0
5720,32.14794429,3,3,0,0,0,0,0,0,0,0,0,28.711643,1,42,0,0,0,0,0,0,0,0,0
5740,32.13616516,3,3,0,0,0,0,0,0,0,0,0,28.64472765,1,42,0,0,0,0,0,0,0,0,0
5760,32.20816145,3,89,0,0,0,0,0,0,0,0,0,28.57717005,1,42,0,0,0,0,0,0,0,0,0
5780,31.75888448,3,89,0,0,0,0,0,0,0,0,0,28.5089567,1,42,0,0,0,0,0,0,0,0,0
5800,31.29546068,3,89,0,0,0,0,0,0,0,0,0,28.44007806,1,42,0,0,0,0,0,0,0,0,0
5820,30.81677761,3,89,0,0,0,0,0,0,0,0,0,28.37052439,1,42,0,0,0,0,0,0,0,0,0
5840,30.32156862,3,89,0,0,0,0,0,0,0,0,0,28.30028045,1,42,0,0,0,0,0,0,0,0,0
5860,29.80837916,3,89,0,0,0,0,0,0,0,0,0,28.22932995,1,42,0,0,0,0,0,0,0,0,0
5880,29.27555143,3,89,0,0,0,0,0,0,0,0,0,28.15766217,1,42,0,0,0,0,0,0,0,0,0
5900,28.72115525,3,89,0,0,0,0,0,0,0,0,0,28.08175011,1,42,0,0,0,0,0,0,0,0,0
5920,28.14296574,3,89,0,0,0,0,0,0,0,0,0,28.00504643,1,42,0,0,0,0,0,0,0,0,0
5940,27.54192793,3,89,0,0,0,0,0,0,0,0,0,27.92753507,1,42,0,0,0,0,0,0,0,0,0
5960,26.91846151,3,89,0,0,0,0,0,0,0,0,0,27.8527491,1,42,0,0,0,0,0,0,0,0,0
5980,26.27665177,3,89,0,0,0,0,0,0,0,0,0,27.77717653,1,42,0,0,0,0,0,0,0,0,0
6000,25.6189477,3,89,0,0,0,0,0,0,0,0,0,27.70079241,1,42,0,0,0,0,0,0,0,0,0
6020,24.94409341,3,89,0,0,0,0,0,0,0,0,0,27.6235835,1,42,0,0,0,0,0,0,0,0,0
6040,24.25065864,3,89,0,0,0,0,0,0,0,0,0,27.54553622,1,42,0,0,0,0,0,0,0,0,0
6060,23.53700287,3,89,0,0,0,0,0,0,0,0,0,27.46663118,1,42,0,0,0,0,0,0,0,0,0
6080,22.80122935,2,0,0,0,0,0,0,0,0,0,0,27.38684637,1,42,0,0,0,0,0,0,0,0,0
6100,22.93103187,2,0,0,0,0,0,0,0,0,0,0,27.30616678,1,42,0,0,0,0,0,0,0,0,0
6120,23.06006741,2,0,0,0,0,0,0,0,0,0,0,27.22457701,1,42,0,0,0,0,0,0,0,0,0
6140,23.18834885,2,0,0,0,0,0,0,0,0,0,0,27.14204794,1,42,0,0,0,0,0,0,0,0,0
6160,23.3158887,2,0,0,0,0,0,0,0,0,0,0,27.05856255,1,42,0,0,0,0,0,0,0,0,0
6180,23.44269914,2,0,0,0,0,0,0,0,0,0,0,26.97410378,1,42,0,0,0,0,0,0,0,0,0
6200,23.56879202,2,0,0,0,0,0,0,0,0,0,0,26.88864659,1,42,0,0,0,0,0,0,0,0,0
6220,23.69417888,2,0,0,0,0,0,0,0,0,0,0,26.80216869,1,42,0,0,0,0,0,0,0,0,0
6240,23.81887092,2,0,0,0,0,0,0,0,0,0,0,26.71095043,1,42,0,0,0,0,0,0,0,0,0
6260,23.9469718,2,0,0,0,0,0,0,0,0,0,0,26.61860385,1,42,0,0,0,0,0,0,0,0,0
6280,24.07435566,2,0,0,0,0,0,0,0,0,0,0,26.52509637,1,42,0,0,0,0,0,0,0,0,0
6300,24.20103391,2,0,0,0,0,0,0,0,0,0,0,26.43040504,1,42,0,0,0,0,0,0,0,0,0
6320,24.32701763,2,0,0,0,0,0,0,0,0,0,0,26.37370693,1,35,0,0,0,0,0,0,0,0,0
6340,24.45231763,2,0,0,0,0,0,0,0,0,0,0,26.31644591,1,35,0,0,0,0,0,0,0,0,0
6360,24.57694442,2,0,0,0,0,0,0,0,0,0,0,26.25861392,1,35,0,0,0,0,0,0,0,0,0
6380,24.70090827,2,0,0,0,0,0,0,0,0,0,0,26.20020272,1,35,0,0,0,0,0,0,0,0,0
6400,24.82421917,2,0,0,0,0,0,0,0,0,0,0,26.14875908,1,35,0,0,0,0,0,0,0,0,0
6420,24.93902893,2,0,0,0,0,0,0,0,0,0,0,26.096808,1,35,0,0,0,0,0,0,0,0,0
6440,25.05328122,2,0,0,0,0,0,0,0,0,0,0,26.04433476,1,35,0,0,0,0,0,0,0,0,0
6460,25.16698369,2,0,0,0,0,0,0,0,0,0,0,25.99133197,1,35,0,0,0,0,0,0,0,0,0
6480,25.28014381,2,0,0,0,0,0,0,0,0,0,0,25.93779211,1,35,0,0,0,0,0,0,0,0,0
6500,25.39276889,2,0,0,0,0,0,0,0,0,0,0,25.88370751,1,35,0,0,0,0,0,0,0,0,0
6520,25.50486605,2,0,0,0,0,0,0,0,0,0,0,25.82906968,1,35,0,0,0,0,0,0,0,0,0
6540,25.61644228,2,0,0,0,0,0,0,0,0,0,0,25.77386318,1,35,0,0,0,0,0,0,0,0,0
6560,25.72750442,2,0,0,0,0,0,0,0,0,0,0,25.71807964,1,35,0,0,0,0,0,0,0,0,0
6580,25.83805912,2,0,0,0,0,0,0,0,0,0,0,25.66171047,1,35,0,0,0,0,0,0,0,0,0
6600,25.94811294,2,0,0,0,0,0,0,0,0,0,0,25.27842257,1,35,0,0,0,0,0,0,0,0,0
6620,25.73981903,2,0,0,0,0,0,0,0,0,0,0,24.88573398,1,35,0,0,0,0,0,0,0,0,0
6640,25.52988302,2,0,0,0,0,0,0,0,0,0,0,24.48299786,1,35,0,0,0,0,0,0,0,0,0
6660,25.31826419,2,0,0,0,0,0,0,0,0,0,0,24.06946663,1,35,0,0,0,0,0,0,0,0,0
6680,25.10492013,2,0,0,0,0,0,0,0,0,0,0,23.64432602,1,35,0,0,0,0,0,0,0,0,0
6700,24.8898066,2,0,0,0,0,0,0,0,0,0,0,23.20662741,1,35,0,0,0,0,0,0,0,0,0
6720,24.67287747,2,0,0,0,0,0,0,0,0,0,0,22.75531942,1,35,0,0,0,0,0,0,0,0,0
6740,24.45408457,2,0,0,0,0,0,0,0,0,0,0,22.28917375,1,35,0,0,0,0,0,0,0,0,0
6760,24.23337756,2,0,0,0,0,0,0,0,0,0,0,21.80678613,1,35,0,0,0,0,0,0,0,0,0
6780,24.01070382,2,0,0,0,0,0,0,0,0,0,0,21.29718023,1,35,0,0,0,0,0,0,0,0,0
6800,23.794247,2,0,0,0,0,0,0,0,0,0,0,20.76713581,1,35,0,0,0,0,0,0,0,0,0
6820,23.57586401,2,0,0,0,0,0,0,0,0,0,0,20.21424367,1,35,0,0,0,0,0,0,0,0,0
6840,23.35550097,2,0,0,0,0,0,0,0,0,0,0,19.63559863,1,35,0,0,0,0,0,0,0,0,0
6860,23.13310148,2,0,0,0,0,0,0,0,0,0,0,19.03815064,1,35,0,0,0,0,0,0,0,0,0
6880,22.9086064,2,0,0,0,0,0,0,0,0,0,0,18.40795901,1,35,0,0,0,0,0,0,0,0,0
6900,22.67331083,2,0,0,0,0,0,0,0,0,0,0,17.73964589,1,35,0,0,0,0,0,0,0,0,0
6920,22.43561529,2,0,0,0,0,0,0,0,0,0,0,17.02619393,1,35,0,0,0,0,0,0,0,0,0
6940,22.1954429,2,0,0,0,0,0,0,0,0,0,0,16.25822262,1,35,0,0,0,0,0,0,0,0,0
6960,21.95271259,3,88,0,0,0,0,0,0,0,0,0,15.44079357,1,35,0,0,0,0,0,0,0,0,0
6980,20.77588058,3,70,0,0,0,0,0,0,0,0,0,14.57730483,1,35,0,0,0,0,0,0,0,0,0
7000,19.73477924,3,70,0,0,0,0,0,0,0,0,0,14.01328176,1,35,0,0,0,0,0,0,0,0,0
7020,18.89704294,3,70,0,0,0,0,0,0,0,0,0,13.42537713,1,35,0,0,0,0,0,0,0,0,0
7040,18.02067289,3,70,0,0,0,0,0,0,0,0,0,12.81029877,1,35,0,0,0,0,0,0,0,0,0
7060,17.0997349,3,70,0,0,0,0,0,0,0,0,0,12.16391965,1,35,0,0,0,0,0,0,0,0,0
7080,16.12660124,3,70,0,0,0,0,0,0,0,0,0,11.48094741,1,35,0,0,0,0,0,0,0,0,0
7100,15.09118534,3,70,0,0,0,0,0,0,0,0,0,10.75440388,1,35,0,0,0,0,0,0,0,0,0
7120,13.97966455,3,70,0,0,0,0,0,0,0,0,0,9.9747612,1,35,0,0,0,0,0,0,0,0,0
7140,12.77219751,3,70,0,0,0,0,0,0,0,0,0,9.106902587,1,35,0,0,0,0,0,0,0,0,0
7160,11.43845745,3,70,0,0,0,0,0,0,0,0,0,8.146670909,1,35,0,0,0,0,0,0,0,0,0
7180,9.947431772,3,70,0,0,0,0,0,0,0,0,0,7.056416868,1,35,0,0,0,0,0,0,0,0,0
7200,8.190048631,3,70,0,0,0,0,0,0,0,0,0,5.762735284,1,35,0,0,0,0,0,0,0,0,0
7220,5.934302052,3,70,0,0,0,0,0,0,0,0,0,4.076132787,1,35,0,0,0,0,0,0,0,0,0
7240,0,3,70,0,0,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0
7260,6.236435654,1,81,0,0,0,0,0,0,0,0,0,4.444377162,3,86,0,0,0,0,0,0,0,0,0
7280,8.817720761,1,81,0,0,0,0,0,0,0,0,0,7.668405137,3,86,0,0,0,0,0,0,0,0,0
7300,10.79781804,1,81,0,0,0,0,0,0,0,0,0,9.893093202,3,86,0,0,0,0,0,0,0,0,0
7320,12.46666489,1,81,0,0,0,0,0,0,0,0,0,11.37145343,3,69,0,0,0,0,0,0,0,0,0
7340,13.9178104,1,81,0,0,0,0,0,0,0,0,0,12.6996459,3,69,0,0,0,0,0,0,0,0,0
7360,15.23088027,1,81,0,0,0,0,0,0,0,0,0,13.90191525,3,69,0,0,0,0,0,0,0,0,0
7380,16.43901244,1,81,0,0,0,0,0,0,0,0,0,15.00853992,3,69,0,0,0,0,0,0,0,0,0
7400,17.52926859,1,6,0,0,0,0,0,0,0,0,0,16.03931892,3,69,0,0,0,0,0,0,0,0,0
7420,17.57623876,1,6,0,0,0,0,0,0,0,0,0,17.12292787,3,69,0,0,0,0,0,0,0,0,0
7440,17.73374118,1,6,0,0,0,0,0,0,0,0,0,17.1874823,1,6,0,0,0,0,0,0,0,0,0
7460,17.88915351,1,6,0,0,0,0,0,0,0,0,0,17.25210796,1,6,0,0,0,0,0,0,0,0,0
7480,18.04255296,1,6,0,0,0,0,0,0,0,0,0,17.31679929,1,6,0,0,0,0,0,0,0,0,0
7500,18.19400436,1,6,0,0,0,0,0,0,0,0,0,17.38155591,1,6,0,0,0,0,0,0,0,0,0
7520,18.34358135,1,6,0,0,0,0,0,0,0,0,0,17.44637743,1,6,0,0,0,0,0,0,0,0,0
7540,18.49133951,1,6,0,0,0,0,0,0,0,0,0,17.511262,1,6,0,0,0,0,0,0,0,0,0
7560,18.63734339,1,6,0,0,0,0,0,0,0,0,0,17.57620219,1,6,0,0,0,0,0,0,0,0,0
7580,18.78164341,1,6,0,0,0,0,0,0,0,0,0,17.6411977,1,6,0,0,0,0,0,0,0,0,0
7600,18.92429773,1,6,0,0,0,0,0,0,0,0,0,17.70624819,1,6,0,0,0,0,0,0,0,0,0
7620,19.06535306,1,6,0,0,0,0,0,0,0,0,0,17.77135336,1,6,0,0,0,0,0,0,0,0,0
7640,19.20486165,1,6,0,0,0,0,0,0,0,0,0,17.82178353,1,6,0,0,0,0,0,0,0,0,0
7660,19.35637149,1,6,0,0,0,0,0,0,0,0,0,17.87229081,1,6,0,0,0,0,0,0,0,0,0
7680,19.50617691,1,6,0,0,0,0,0,0,0,0,0,17.92287492,1,6,0,0,0,0,0,0,0,0,0
7700,19.6543282,1,6,0,0,0,0,0,0,0,0,0,17.97353555,1,6,0,0,0,0,0,0,0,0,0
7720,19.80087575,1,6,0,0,0,0,0,0,0,0,0,18.02427242,1,6,0,0,0,0,0,0,0,0,0
7740,19.94586659,1,6,0,0,0,0,0,0,0,0,0,18.07508274,1,6,0,0,0,0,0,0,0,0,0
7760,20.08934486,1,6,0,0,0,0,0,0,0,0,0,18.12596223,1,6,0,0,0,0,0,0,0,0,0
7780,20.2313547,1,6,0,0,0,0,0,0,0,0,0,18.17691064,1,6,0,0,0,0,0,0,0,0,0
7800,20.3719356,1,6,0,0,0,0,0,0,0,0,0,18.22792768,1,6,0,0,0,0,0,0,0,0,0
7820,20.51112819,1,6,0,0,0,0,0,0,0,0,0,18.2790131,1,6,0,0,0,0,0,0,0,0,0
7840,20.64896794,1,6,0,0,0,0,0,0,0,0,0,18.33016663,1,6,0,0,0,0,0,0,0,0,0
7860,20.78549194,1,6,0,0,0,0,0,0,0,0,0,18.38138297,1,6,0,0,0,0,0,0,0,0,0
7880,20.92073252,1,6,0,0,0,0,0,0,0,0,0,18.43266155,1,6,0,0,0,0,0,0,0,0,0
7900,21.0547243,1,6,0,0,0,0,0,0,0,0,0,18.48400212,1,6,0,0,0,0,0,0,0,0,0
7920,21.18749773,1,6,0,0,0,0,0,0,0,0,0,18.53540443,1,6,0,0,0,0,0,0,0,0,0
7940,21.31908336,1,6,0,0,0,0,0,0,0,0,0,18.58686825,1,6,0,0,0,0,0,0,0,0,0
7960,21.4476818,1,6,0,0,0,0,0,0,0,0,0,19.05247444,3,29,0,0,0,0,0,0,0,0,0
7980,21.57517474,1,6,0,0,0,0,0,0,0,0,0,19.50710514,3,29,0,0,0,0,0,0,0,0,0
8000,21.70158851,1,6,0,0,0,0,0,0,0,0,0,19.95150957,3,29,0,0,0,0,0,0,0,0,0
8020,21.82694674,1,6,0,0,0,0,0,0,0,0,0,20.38635552,3,29,0,0,0,0,0,0,0,0,0
8040,21.95127588,1,6,0,0,0,0,0,0,0,0,0,20.81224126,3,29,0,0,0,0,0,0,0,0,0
8060,22.07459611,1,6,0,0,0,0,0,0,0,0,0,21.22970521,3,29,0,0,0,0,0,0,0,0,0
8080,22.19693263,1,6,0,0,0,0,0,0,0,0,0,21.63923402,3,29,0,0,0,0,0,0,0,0,0
8100,22.31830388,1,6,0,0,0,0,0,0,0,0,0,22.04126931,3,29,0,0,0,0,0,0,0,0,0
8120,22.43873262,1,6,0,0,0,0,0,0,0,0,0,22.43621325,3,29,0,0,0,0,0,0,0,0,0
8140,22.55823733,1,6,0,0,0,0,0,0,0,0,0,22.82443335,3,29,0,0,0,0,0,0,0,0,0
8160,22.67683758,1,6,0,0,0,0,0,0,0,0,0,23.20626649,3,29,0,0,0,0,0,0,0,0,0
8180,22.79455254,1,6,0,0,0,0,0,0,0,0,0,23.58202239,3,29,0,0,0,0,0,0,0,0,0
8200,22.91139845,1,6,0,0,0,0,0,0,0,0,0,23.95198658,3,29,0,0,0,0,0,0,0,0,0
8220,23.02739484,1,6,0,0,0,0,0,0,0,0,0,24.31642294,3,29,0,0,0,0,0,0,0,0,0
8240,23.14425002,1,6,0,0,0,0,0,0,0,0,0,24.67398685,3,29,0,0,0,0,0,0,0,0,0
8260,23.26026822,1,6,0,0,0,0,0,0,0,0,0,25.02653887,3,29,0,0,0,0,0,0,0,0,0
8280,23.37546497,1,6,0,0,0,0,0,0,0,0,0,25.37428753,3,29,0,0,0,0,0,0,0,0,0
8300,23.48985558,1,6,0,0,0,0,0,0,0,0,0,25.7174273,3,29,0,0,0,0,0,0,0,0,0
8320,23.6034561,1,6,0,0,0,0,0,0,0,0,0,26.05613994,3,29,0,0,0,0,0,0,0,0,0
8340,23.71627939,1,6,0,0,0,0,0,0,0,0,0,26.39059558,3,29,0,0,0,0,0,0,0,0,0
8360,23.8283425,1,6,0,0,0,0,0,0,0,0,0,26.72095374,3,29,0,0,0,0,0,0,0,0,0
8380,23.93965785,1,6,0,0,0,0,0,0,0,0,0,27.04736429,3,29,0,0,0,0,0,0,0,0,0
8400,24.05023936,1,6,0,0,0,0,0,0,0,0,0,27.36996817,3,29,0,0,0,0,0,0,0,0,0
8420,24.160101,1,6,0,0,0,0,0,0,0,0,0,27.31304727,1,27,0,0,0,0,0,0,0,0,0
8440,24.26925383,1,6,0,0,0,0,0,0,0,0,0,27.25569914,1,27,0,0,0,0,0,0,0,0,0
8460,24.37771187,1,6,0,0,0,0,0,0,0,0,0,27.19791616,1,27,0,0,0,0,0,0,0,0,0
8480,24.48548576,3,30,0,0,0,0,0,0,0,0,0,27.14513544,1,27,0,0,0,0,0,0,0,0,0
8500,24.27180861,3,30,0,0,0,0,0,0,0,0,0,27.09195865,1,27,0,0,0,0,0,0,0,0,0
8520,24.05629348,3,30,0,0,0,0,0,0,0,0,0,27.03838123,1,27,0,0,0,0,0,0,0,0,0
8540,23.83889067,3,30,0,0,0,0,0,0,0,0,0,26.98439859,1,27,0,0,0,0,0,0,0,0,0
8560,23.61954822,3,30,0,0,0,0,0,0,0,0,0,26.9300048,1,27,0,0,0,0,0,0,0,0,0
8580,23.39821174,3,30,0,0,0,0,0,0,0,0,0,26.87519158,1,27,0,0,0,0,0,0,0,0,0
8600,23.17482428,3,30,0,0,0,0,0,0,0,0,0,26.81995398,1,27,0,0,0,0,0,0,0,0,0
8620,22.94932612,3,30,0,0,0,0,0,0,0,0,0,26.76428698,1,27,0,0,0,0,0,0,0,0,0
8640,22.7216546,3,30,0,0,0,0,0,0,0,0,0,26.38692668,1,85,0,0,0,0,0,0,0,0,0
8660,22.49174393,3,30,0,0,0,0,0,0,0,0,0,25.99680662,1,85,0,0,0,0,0,0,0,0,0
8680,22.25952492,3,30,0,0,0,0,0,0,0,0,0,25.59285553,1,85,0,0,0,0,0,0,0,0,0
8700,22.02492477,3,30,0,0,0,0,0,0,0,0,0,25.17383909,1,85,0,0,0,0,0,0,0,0,0
8720,21.78786678,3,30,0,0,0,0,0,0,0,0,0,24.73835471,1,85,0,0,0,0,0,0,0,0,0
8740,21.54827008,3,30,0,0,0,0,0,0,0,0,0,24.28473463,1,85,0,0,0,0,0,0,0,0,0
8760,21.30604925,3,30,0,0,0,0,0,0,0,0,0,23.81107437,1,85,0,0,0,0,0,0,0,0,0
8780,21.061114,3,30,0,0,0,0,0,0,0,0,0,23.31509648,1,85,0,0,0,0,0,0,0,0,0
8800,20.81336879,3,30,0,0,0,0,0,0,0,0,0,22.79409085,1,85,0,0,0,0,0,0,0,0,0
8820,20.56271231,3,30,0,0,0,0,0,0,0,0,0,22.24477327,1,85,0,0,0,0,0,0,0,0,0
8840,20.30903706,3,30,0,0,0,0,0,0,0,0,0,21.6631372,1,85,0,0,0,0,0,0,0,0,0
8860,20.0522288,3,30,0,0,0,0,0,0,0,0,0,21.04408393,1,85,0,0,0,0,0,0,0,0,0
8880,19.79959167,3,30,0,0,0,0,0,0,0,0,0,20.37370162,1,85,0,0,0,0,0,0,0,0,0
8900,19.54376534,3,30,0,0,0,0,0,0,0,0,0,19.65015003,1,85,0,0,0,0,0,0,0,0,0
8920,19.28462324,3,98,0,0,0,0,0,0,0,0,0,18.86176343,1,85,0,0,0,0,0,0,0,0,0
8940,18.2005433,3,98,0,0,0,0,0,0,0,0,0,17.99201084,1,85,0,0,0,0,0,0,0,0,0
8960,17.04802557,3,98,0,0,0,0,0,0,0,0,0,16.89243912,1,85,0,0,0,0,0,0,0,0,0
