label_flag,rows,columns
8,1271,25
distance,speed_down_aw0,level_flag_down_aw0,level_output_down_aw0,speed_down_aw1,level_flag_down_aw1,level_output_down_aw1,speed_down_aw2,level_flag_down_aw2,level_output_down_aw2,speed_down_aw3,level_flag_down_aw3,level_output_down_aw3,speed_up_aw0,level_flag_up_aw0,level_output_up_aw0,speed_up_aw1,level_flag_up_aw1,level_output_up_aw1,speed_up_aw2,level_flag_up_aw2,level_output_up_aw2,speed_up_aw3,level_flag_up_aw3,level_output_up_aw3
8980,15.68767614,3,98,0,0,0,0,0,0,0,0,0,15.64088622,1,85,0,0,0,0,0,0,0,0,0
9000,14.1980782,3,98,0,0,0,0,0,0,0,0,0,14.27958761,1,85,0,0,0,0,0,0,0,0,0
9020,12.53325389,3,98,0,0,0,0,0,0,0,0,0,12.77347949,1,85,0,0,0,0,0,0,0,0,0
9040,10.61107986,3,98,0,0,0,0,0,0,0,0,0,11.06353982,1,85,0,0,0,0,0,0,0,0,0
9060,8.253739301,3,98,0,0,0,0,0,0,0,0,0,9.034691932,1,85,0,0,0,0,0,0,0,0,0
9080,4.865378089,3,98,0,0,0,0,0,0,0,0,0,6.38986468,1,85,0,0,0,0,0,0,0,0,0
9100,0,1,92,0,0,0,0,0,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0
9120,6.649852805,1,92,0,0,0,0,0,0,0,0,0,5.055410321,3,64,0,0,0,0,0,0,0,0,0
9140,9.402353315,1,92,0,0,0,0,0,0,0,0,0,7.396914981,3,64,0,0,0,0,0,0,0,0,0
9160,11.51380996,1,92,0,0,0,0,0,0,0,0,0,9.15885279,3,64,0,0,0,0,0,0,0,0,0
9180,13.29338212,1,92,0,0,0,0,0,0,0,0,0,10.63328,3,64,0,0,0,0,0,0,0,0,0
9200,14.86082898,1,92,0,0,0,0,0,0,0,0,0,11.92726951,3,64,0,0,0,0,0,0,0,0,0
9220,16.27757418,1,92,0,0,0,0,0,0,0,0,0,12.7638765,3,45,0,0,0,0,0,0,0,0,0
9240,17.55305401,1,92,0,0,0,0,0,0,0,0,0,13.50570939,3,45,0,0,0,0,0,0,0,0,0
9260,18.62526745,1,92,0,0,0,0,0,0,0,0,0,14.2091,3,45,0,0,0,0,0,0,0,0,0
9280,19.57833284,1,92,0,0,0,0,0,0,0,0,0,14.88081403,3,45,0,0,0,0,0,0,0,0,0
9300,20.44155903,1,92,0,0,0,0,0,0,0,0,0,15.52369718,3,45,0,0,0,0,0,0,0,0,0
9320,21.23351833,1,92,0,0,0,0,0,0,0,0,0,16.14119137,3,45,0,0,0,0,0,0,0,0,0
9340,21.96730625,1,92,0,0,0,0,0,0,0,0,0,16.73610424,3,45,0,0,0,0,0,0,0,0,0
9360,22.65250804,1,92,0,0,0,0,0,0,0,0,0,17.31076159,3,45,0,0,0,0,0,0,0,0,0
9380,23.29645011,1,92,0,0,0,0,0,0,0,0,0,17.86711581,3,45,0,0,0,0,0,0,0,0,0
9400,23.9047695,1,92,0,0,0,0,0,0,0,0,0,18.40575954,3,45,0,0,0,0,0,0,0,0,0
9420,24.48277735,1,92,0,0,0,0,0,0,0,0,0,18.92923859,3,45,0,0,0,0,0,0,0,0,0
9440,25.03330036,1,92,0,0,0,0,0,0,0,0,0,19.43877662,3,45,0,0,0,0,0,0,0,0,0
9460,25.55936296,1,92,0,0,0,0,0,0,0,0,0,19.9354413,3,45,0,0,0,0,0,0,0,0,0
9480,26.06348639,1,92,0,0,0,0,0,0,0,0,0,20.42017073,3,45,0,0,0,0,0,0,0,0,0
9500,26.54779325,1,92,0,0,0,0,0,0,0,0,0,20.8937945,3,45,0,0,0,0,0,0,0,0,0
9520,27.0141073,1,92,0,0,0,0,0,0,0,0,0,21.35705047,3,45,0,0,0,0,0,0,0,0,0
9540,27.46398995,1,92,0,0,0,0,0,0,0,0,0,21.81059835,3,45,0,0,0,0,0,0,0,0,0
9560,27.89877922,1,92,0,0,0,0,0,0,0,0,0,22.25503083,3,45,0,0,0,0,0,0,0,0,0
9580,28.31967782,1,92,0,0,0,0,0,0,0,0,0,22.69088275,3,45,0,0,0,0,0,0,0,0,0
9600,28.72771019,1,92,0,0,0,0,0,0,0,0,0,23.11863869,3,45,0,0,0,0,0,0,0,0,0
9620,29.1238232,3,1,0,0,0,0,0,0,0,0,0,23.53873934,3,45,0,0,0,0,0,0,0,0,0
9640,29.0855808,3,1,0,0,0,0,0,0,0,0,0,23.95158691,3,45,0,0,0,0,0,0,0,0,0
9660,29.04728834,3,1,0,0,0,0,0,0,0,0,0,24.3575496,3,45,0,0,0,0,0,0,0,0,0
9680,29.00894561,3,1,0,0,0,0,0,0,0,0,0,24.75696558,3,45,0,0,0,0,0,0,0,0,0
9700,28.97055241,3,1,0,0,0,0,0,0,0,0,0,25.15014624,3,45,0,0,0,0,0,0,0,0,0
9720,28.93210852,3,1,0,0,0,0,0,0,0,0,0,25.53737911,3,45,0,0,0,0,0,0,0,0,0
9740,28.89361374,3,1,0,0,0,0,0,0,0,0,0,25.91893032,3,45,0,0,0,0,0,0,0,0,0
9760,28.85506784,3,1,0,0,0,0,0,0,0,0,0,26.29504678,3,45,0,0,0,0,0,0,0,0,0
9780,28.81647045,3,1,0,0,0,0,0,0,0,0,0,26.66669327,3,45,0,0,0,0,0,0,0,0,0
9800,28.77714022,3,1,0,0,0,0,0,0,0,0,0,27.03332873,3,45,0,0,0,0,0,0,0,0,0
9820,28.73775619,3,1,0,0,0,0,0,0,0,0,0,27.395154,3,45,0,0,0,0,0,0,0,0,0
9840,28.69831811,3,1,0,0,0,0,0,0,0,0,0,27.75235688,3,45,0,0,0,0,0,0,0,0,0
9860,28.65882576,3,1,0,0,0,0,0,0,0,0,0,28.10119095,3,45,0,0,0,0,0,0,0,0,0
9880,28.6192789,3,1,0,0,0,0,0,0,0,0,0,28.44163019,3,45,0,0,0,0,0,0,0,0,0
9900,28.57967729,3,1,0,0,0,0,0,0,0,0,0,28.77348754,3,45,0,0,0,0,0,0,0,0,0
9920,28.5407073,3,1,0,0,0,0,0,0,0,0,0,29.0978979,3,45,0,0,0,0,0,0,0,0,0
9940,28.50168381,3,1,0,0,0,0,0,0,0,0,0,29.41526944,3,45,0,0,0,0,0,0,0,0,0
9960,28.46260658,3,1,0,0,0,0,0,0,0,0,0,29.72596192,3,45,0,0,0,0,0,0,0,0,0
9980,28.4234754,3,1,0,0,0,0,0,0,0,0,0,30.03033574,3,45,0,0,0,0,0,0,0,0,0
10000,28.38429001,3,1,0,0,0,0,0,0,0,0,0,30.32869459,3,45,0,0,0,0,0,0,0,0,0
10020,28.34505019,3,1,0,0,0,0,0,0,0,0,0,30.40111927,3,12,0,0,0,0,0,0,0,0,0
10040,28.30575569,3,17,0,0,0,0,0,0,0,0,0,30.47319869,3,12,0,0,0,0,0,0,0,0,0
10060,28.14115804,3,17,0,0,0,0,0,0,0,0,0,30.54493617,3,12,0,0,0,0,0,0,0,0,0
10080,27.97484924,3,17,0,0,0,0,0,0,0,0,0,30.61633797,3,12,0,0,0,0,0,0,0,0,0
10100,27.80680748,3,17,0,0,0,0,0,0,0,0,0,30.68740779,3,12,0,0,0,0,0,0,0,0,0
10120,27.63701135,3,17,0,0,0,0,0,0,0,0,0,30.75814871,3,12,0,0,0,0,0,0,0,0,0
10140,27.46607597,3,17,0,0,0,0,0,0,0,0,0,30.82856379,3,12,0,0,0,0,0,0,0,0,0
10160,27.29411607,3,17,0,0,0,0,0,0,0,0,0,30.89865874,3,12,0,0,0,0,0,0,0,0,0
10180,27.12111225,3,17,0,0,0,0,0,0,0,0,0,30.96843666,3,12,0,0,0,0,0,0,0,0,0
10200,26.94704448,3,17,0,0,0,0,0,0,0,0,0,31.03790045,3,12,0,0,0,0,0,0,0,0,0
10220,26.77189207,3,17,0,0,0,0,0,0,0,0,0,30.92876345,1,25,0,0,0,0,0,0,0,0,0
10240,26.59563367,3,17,0,0,0,0,0,0,0,0,0,30.81885162,1,25,0,0,0,0,0,0,0,0,0
10260,26.41824724,3,17,0,0,0,0,0,0,0,0,0,30.70814891,1,25,0,0,0,0,0,0,0,0,0
10280,26.23970997,3,17,0,0,0,0,0,0,0,0,0,30.59664394,1,25,0,0,0,0,0,0,0,0,0
10300,26.05999829,3,17,0,0,0,0,0,0,0,0,0,30.48432002,1,25,0,0,0,0,0,0,0,0,0
10320,25.87908784,3,17,0,0,0,0,0,0,0,0,0,30.37116218,1,25,0,0,0,0,0,0,0,0,0
10340,25.69695337,3,17,0,0,0,0,0,0,0,0,0,30.25715692,1,25,0,0,0,0,0,0,0,0,0
10360,25.51356878,3,17,0,0,0,0,0,0,0,0,0,30.14228647,1,25,0,0,0,0,0,0,0,0,0
10380,25.328907,3,17,0,0,0,0,0,0,0,0,0,30.02653767,1,25,0,0,0,0,0,0,0,0,0
10400,25.14293999,3,17,0,0,0,0,0,0,0,0,0,29.90989055,1,25,0,0,0,0,0,0,0,0,0
10420,24.95563867,3,17,0,0,0,0,0,0,0,0,0,29.7923292,1,25,0,0,0,0,0,0,0,0,0
10440,24.76697288,3,17,0,0,0,0,0,0,0,0,0,29.67383571,1,25,0,0,0,0,0,0,0,0,0
10460,24.5769113,3,17,0,0,0,0,0,0,0,0,0,29.55439012,1,25,0,0,0,0,0,0,0,0,0
10480,24.38542142,3,17,0,0,0,0,0,0,0,0,0,29.43397647,1,25,0,0,0,0,0,0,0,0,0
10500,24.19246942,3,17,0,0,0,0,0,0,0,0,0,29.31257289,1,25,0,0,0,0,0,0,0,0,0
10520,23.99802017,3,17,0,0,0,0,0,0,0,0,0,29.190163,1,25,0,0,0,0,0,0,0,0,0
10540,23.80203709,3,17,0,0,0,0,0,0,0,0,0,29.06672078,1,25,0,0,0,0,0,0,0,0,0
10560,23.6044821,3,17,0,0,0,0,0,0,0,0,0,28.94222651,1,25,0,0,0,0,0,0,0,0,0
10580,23.40531554,3,17,0,0,0,0,0,0,0,0,0,28.81665677,1,25,0,0,0,0,0,0,0,0,0
10600,23.20449604,3,17,0,0,0,0,0,0,0,0,0,28.68998881,1,25,0,0,0,0,0,0,0,0,0
10620,23.00198046,3,17,0,0,0,0,0,0,0,0,0,28.56909148,1,25,0,0,0,0,0,0,0,0,0
10640,22.80631948,3,17,0,0,0,0,0,0,0,0,0,28.4471387,1,25,0,0,0,0,0,0,0,0,0
10660,22.60902124,3,17,0,0,0,0,0,0,0,0,0,28.32411127,1,25,0,0,0,0,0,0,0,0,0
10680,22.41004265,3,17,0,0,0,0,0,0,0,0,0,28.19997943,1,25,0,0,0,0,0,0,0,0,0
10700,22.2093387,3,17,0,0,0,0,0,0,0,0,0,27.74439082,1,91,0,0,0,0,0,0,0,0,0
10720,22.00686234,3,17,0,0,0,0,0,0,0,0,0,27.27304426,1,91,0,0,0,0,0,0,0,0,0
10740,21.80256435,3,17,0,0,0,0,0,0,0,0,0,26.78451031,1,91,0,0,0,0,0,0,0,0,0
10760,21.59639321,3,17,0,0,0,0,0,0,0,0,0,26.27712775,1,91,0,0,0,0,0,0,0,0,0
10780,21.38829492,3,17,0,0,0,0,0,0,0,0,0,25.74896446,1,91,0,0,0,0,0,0,0,0,0
10800,21.17821285,3,17,0,0,0,0,0,0,0,0,0,25.19776117,1,91,0,0,0,0,0,0,0,0,0
10820,20.96608757,3,17,0,0,0,0,0,0,0,0,0,24.62081464,1,91,0,0,0,0,0,0,0,0,0
10840,20.75185661,3,17,0,0,0,0,0,0,0,0,0,24.01487056,1,91,0,0,0,0,0,0,0,0,0
10860,20.53545429,3,17,0,0,0,0,0,0,0,0,0,23.37597243,1,91,0,0,0,0,0,0,0,0,0
10880,20.31681144,3,17,0,0,0,0,0,0,0,0,0,22.69919681,1,91,0,0,0,0,0,0,0,0,0
10900,20.09585515,3,17,0,0,0,0,0,0,0,0,0,21.99678973,1,91,0,0,0,0,0,0,0,0,0
10920,19.89222445,3,17,0,0,0,0,0,0,0,0,0,21.24438014,1,91,0,0,0,0,0,0,0,0,0
10940,19.68654878,3,17,0,0,0,0,0,0,0,0,0,20.43195175,1,91,0,0,0,0,0,0,0,0,0
10960,19.47876357,3,95,0,0,0,0,0,0,0,0,0,19.54577451,1,91,0,0,0,0,0,0,0,0,0
10980,18.33608693,3,95,0,0,0,0,0,0,0,0,0,18.5662153,1,91,0,0,0,0,0,0,0,0,0
11000,17.11768064,3,95,0,0,0,0,0,0,0,0,0,17.46342173,1,91,0,0,0,0,0,0,0,0,0
11020,15.80605177,3,95,0,0,0,0,0,0,0,0,0,16.18815127,1,91,0,0,0,0,0,0,0,0,0
11040,14.37572005,3,95,0,0,0,0,0,0,0,0,0,14.77919356,1,91,0,0,0,0,0,0,0,0,0
11060,12.78693314,3,95,0,0,0,0,0,0,0,0,0,13.22036173,1,91,0,0,0,0,0,0,0,0,0
11080,10.97109591,3,95,0,0,0,0,0,0,0,0,0,11.45056946,1,91,0,0,0,0,0,0,0,0,0
11100,8.788637883,3,95,0,0,0,0,0,0,0,0,0,9.350715226,1,91,0,0,0,0,0,0,0,0,0
11120,5.842333252,3,95,0,0,0,0,0,0,0,0,0,6.61333744,1,91,0,0,0,0,0,0,0,0,0
11140,0,3,95,0,0,0,0,0,0,0,0,0,0,3,92,0,0,0,0,0,0,0,0,0
11160,6.427649716,1,86,0,0,0,0,0,0,0,0,0,5.267309196,3,92,0,0,0,0,0,0,0,0,0
11180,9.088125521,1,86,0,0,0,0,0,0,0,0,0,8.336631408,3,92,0,0,0,0,0,0,0,0,0
11200,11.12897925,1,86,0,0,0,0,0,0,0,0,0,10.54853842,3,92,0,0,0,0,0,0,0,0,0
11220,12.84903886,1,86,0,0,0,0,0,0,0,0,0,12.37172592,3,92,0,0,0,0,0,0,0,0,0
11240,14.36406157,1,86,0,0,0,0,0,0,0,0,0,13.95930641,3,92,0,0,0,0,0,0,0,0,0
11260,15.72718842,1,86,0,0,0,0,0,0,0,0,0,15.39074179,3,92,0,0,0,0,0,0,0,0,0
11280,16.98084399,1,86,0,0,0,0,0,0,0,0,0,16.70033458,3,92,0,0,0,0,0,0,0,0,0
11300,18.07655489,1,86,0,0,0,0,0,0,0,0,0,17.9148139,3,92,0,0,0,0,0,0,0,0,0
11320,19.04715043,1,86,0,0,0,0,0,0,0,0,0,18.20950832,3,3,0,0,0,0,0,0,0,0,0
11340,20.13877793,1,86,0,0,0,0,0,0,0,0,0,18.49959682,3,3,0,0,0,0,0,0,0,0,0
11360,21.12925702,1,86,0,0,0,0,0,0,0,0,0,18.7852923,3,3,0,0,0,0,0,0,0,0,0
11380,22.04004183,1,86,0,0,0,0,0,0,0,0,0,19.06679178,3,3,0,0,0,0,0,0,0,0,0
11400,22.8860919,1,86,0,0,0,0,0,0,0,0,0,19.33920974,3,3,0,0,0,0,0,0,0,0,0
11420,23.68238282,1,86,0,0,0,0,0,0,0,0,0,19.60792301,3,3,0,0,0,0,0,0,0,0,0
11440,24.43259056,1,86,0,0,0,0,0,0,0,0,0,19.87308151,3,3,0,0,0,0,0,0,0,0,0
11460,25.14312274,1,86,0,0,0,0,0,0,0,0,0,20.13482533,3,3,0,0,0,0,0,0,0,0,0
11480,25.81909751,1,86,0,0,0,0,0,0,0,0,0,20.39328562,3,3,0,0,0,0,0,0,0,0,0
11500,26.46458988,1,86,0,0,0,0,0,0,0,0,0,20.64858536,3,3,0,0,0,0,0,0,0,0,0
11520,27.08297351,1,86,0,0,0,0,0,0,0,0,0,20.90196569,3,3,0,0,0,0,0,0,0,0,0
11540,27.67620401,1,86,0,0,0,0,0,0,0,0,0,21.15238339,3,3,0,0,0,0,0,0,0,0,0
11560,28.24752692,1,86,0,0,0,0,0,0,0,0,0,21.3999422,3,3,0,0,0,0,0,0,0,0,0
11580,28.79895541,3,12,0,0,0,0,0,0,0,0,0,21.64473994,3,3,0,0,0,0,0,0,0,0,0
11600,28.84671109,3,12,0,0,0,0,0,0,0,0,0,21.88686902,3,3,0,0,0,0,0,0,0,0,0
11620,28.89452538,3,12,0,0,0,0,0,0,0,0,0,22.1264168,3,3,0,0,0,0,0,0,0,0,0
11640,28.94239779,3,12,0,0,0,0,0,0,0,0,0,22.36346601,3,3,0,0,0,0,0,0,0,0,0
11660,28.99032558,3,12,0,0,0,0,0,0,0,0,0,22.49374502,3,3,0,0,0,0,0,0,0,0,0
11680,28.95719888,3,12,0,0,0,0,0,0,0,0,0,22.62227053,3,3,0,0,0,0,0,0,0,0,0
11700,28.92475417,3,12,0,0,0,0,0,0,0,0,0,22.75010604,3,3,0,0,0,0,0,0,0,0,0
11720,28.89218161,3,12,0,0,0,0,0,0,0,0,0,22.87726309,3,3,0,0,0,0,0,0,0,0,0
11740,28.85948041,3,12,0,0,0,0,0,0,0,0,0,23.00375285,3,3,0,0,0,0,0,0,0,0,0
11760,28.82664793,3,12,0,0,0,0,0,0,0,0,0,23.12958623,3,3,0,0,0,0,0,0,0,0,0
11780,28.79368313,3,12,0,0,0,0,0,0,0,0,0,23.25477383,3,3,0,0,0,0,0,0,0,0,0
11800,28.76058516,3,12,0,0,0,0,0,0,0,0,0,23.37932597,3,3,0,0,0,0,0,0,0,0,0
11820,28.72735317,3,12,0,0,0,0,0,0,0,0,0,23.5032527,3,3,0,0,0,0,0,0,0,0,0
11840,28.6939863,3,12,0,0,0,0,0,0,0,0,0,23.62656382,3,3,0,0,0,0,0,0,0,0,0
11860,28.66048368,3,12,0,0,0,0,0,0,0,0,0,23.74926886,3,3,0,0,0,0,0,0,0,0,0
11880,28.62684443,3,12,0,0,0,0,0,0,0,0,0,23.87137712,3,3,0,0,0,0,0,0,0,0,0
11900,28.59306766,3,12,0,0,0,0,0,0,0,0,0,23.99289767,3,3,0,0,0,0,0,0,0,0,0
11920,28.55915151,3,12,0,0,0,0,0,0,0,0,0,24.11383935,3,3,0,0,0,0,0,0,0,0,0
11940,28.52509422,3,12,0,0,0,0,0,0,0,0,0,24.23421079,3,3,0,0,0,0,0,0,0,0,0
11960,28.49089484,3,12,0,0,0,0,0,0,0,0,0,24.35402038,3,3,0,0,0,0,0,0,0,0,0
11980,28.45655243,3,12,0,0,0,0,0,0,0,0,0,24.47327636,3,3,0,0,0,0,0,0,0,0,0
12000,28.42206604,3,12,0,0,0,0,0,0,0,0,0,24.59198671,3,3,0,0,0,0,0,0,0,0,0
12020,28.38743472,3,12,0,0,0,0,0,0,0,0,0,24.71015928,3,3,0,0,0,0,0,0,0,0,0
12040,28.35265747,3,12,0,0,0,0,0,0,0,0,0,24.8278017,3,3,0,0,0,0,0,0,0,0,0
12060,28.31773334,3,12,0,0,0,0,0,0,0,0,0,24.94492143,3,3,0,0,0,0,0,0,0,0,0
12080,28.28266018,3,12,0,0,0,0,0,0,0,0,0,25.06152575,3,3,0,0,0,0,0,0,0,0,0
12100,28.24743558,3,12,0,0,0,0,0,0,0,0,0,25.17762181,3,3,0,0,0,0,0,0,0,0,0
12120,28.2120585,3,12,0,0,0,0,0,0,0,0,0,25.29321655,3,3,0,0,0,0,0,0,0,0,0
12140,28.17652788,3,12,0,0,0,0,0,0,0,0,0,25.40831678,3,3,0,0,0,0,0,0,0,0,0
12160,28.14084267,3,12,0,0,0,0,0,0,0,0,0,25.52292916,3,3,0,0,0,0,0,0,0,0,0
12180,28.10500178,3,12,0,0,0,0,0,0,0,0,0,25.6370602,3,3,0,0,0,0,0,0,0,0,0
12200,28.06900413,3,12,0,0,0,0,0,0,0,0,0,25.64772792,3,3,0,0,0,0,0,0,0,0,0
12220,27.9382999,3,12,0,0,0,0,0,0,0,0,0,25.65839411,3,3,0,0,0,0,0,0,0,0,0
12240,27.80658987,3,12,0,0,0,0,0,0,0,0,0,25.66905877,3,3,0,0,0,0,0,0,0,0,0
12260,27.67385853,3,26,0,0,0,0,0,0,0,0,0,25.6797219,3,3,0,0,0,0,0,0,0,0,0
12280,27.42589591,3,26,0,0,0,0,0,0,0,0,0,25.69038351,3,3,0,0,0,0,0,0,0,0,0
12300,27.17573787,3,26,0,0,0,0,0,0,0,0,0,25.70104359,3,3,0,0,0,0,0,0,0,0,0
12320,26.92332338,3,26,0,0,0,0,0,0,0,0,0,25.71170216,3,3,0,0,0,0,0,0,0,0,0
12340,26.66858853,3,26,0,0,0,0,0,0,0,0,0,25.7223592,3,3,0,0,0,0,0,0,0,0,0
12360,26.41146637,3,26,0,0,0,0,0,0,0,0,0,25.73301474,3,3,0,0,0,0,0,0,0,0,0
12380,26.15188664,3,26,0,0,0,0,0,0,0,0,0,25.74366876,3,3,0,0,0,0,0,0,0,0,0
12400,25.88977564,3,26,0,0,0,0,0,0,0,0,0,25.75432127,3,3,0,0,0,0,0,0,0,0,0
12420,25.62505587,3,26,0,0,0,0,0,0,0,0,0,25.76497227,3,3,0,0,0,0,0,0,0,0,0
12440,25.35764585,3,26,0,0,0,0,0,0,0,0,0,25.77562176,3,3,0,0,0,0,0,0,0,0,0
12460,25.08745976,3,26,0,0,0,0,0,0,0,0,0,25.78626975,3,3,0,0,0,0,0,0,0,0,0
12480,24.81440714,3,26,0,0,0,0,0,0,0,0,0,25.79691624,3,3,0,0,0,0,0,0,0,0,0
12500,24.53839255,3,26,0,0,0,0,0,0,0,0,0,25.80756124,3,3,0,0,0,0,0,0,0,0,0
12520,24.25931512,3,26,0,0,0,0,0,0,0,0,0,25.81820473,3,3,0,0,0,0,0,0,0,0,0
12540,23.97706818,3,26,0,0,0,0,0,0,0,0,0,25.82884673,3,3,0,0,0,0,0,0,0,0,0
12560,23.6915387,3,26,0,0,0,0,0,0,0,0,0,25.83948724,3,3,0,0,0,0,0,0,0,0,0
12580,23.40260684,3,26,0,0,0,0,0,0,0,0,0,25.85012625,3,3,0,0,0,0,0,0,0,0,0
12600,23.11014527,3,26,0,0,0,0,0,0,0,0,0,25.86076378,3,3,0,0,0,0,0,0,0,0,0
12620,22.81401856,3,26,0,0,0,0,0,0,0,0,0,25.87139983,3,3,0,0,0,0,0,0,0,0,0
12640,22.51408243,3,26,0,0,0,0,0,0,0,0,0,25.88203439,3,3,0,0,0,0,0,0,0,0,0
12660,22.21018289,3,26,0,0,0,0,0,0,0,0,0,25.89266746,3,3,0,0,0,0,0,0,0,0,0
12680,21.90215534,3,26,0,0,0,0,0,0,0,0,0,25.90329906,3,3,0,0,0,0,0,0,0,0,0
12700,21.58982349,3,26,0,0,0,0,0,0,0,0,0,25.7887954,3,3,0,0,0,0,0,0,0,0,0
12720,21.12042732,3,2,0,0,0,0,0,0,0,0,0,25.6737497,3,3,0,0,0,0,0,0,0,0,0
12740,20.90029673,3,2,0,0,0,0,0,0,0,0,0,25.55815459,3,3,0,0,0,0,0,0,0,0,0
12760,20.67788784,3,2,0,0,0,0,0,0,0,0,0,25.44200251,3,3,0,0,0,0,0,0,0,0,0
12780,20.45312657,3,2,0,0,0,0,0,0,0,0,0,25.01038164,1,47,0,0,0,0,0,0,0,0,0
12800,20.22593474,3,2,0,0,0,0,0,0,0,0,0,24.5657087,1,47,0,0,0,0,0,0,0,0,0
12820,19.99622973,3,2,0,0,0,0,0,0,0,0,0,23.63263802,1,47,0,0,0,0,0,0,0,0,0
12840,19.76392419,3,2,0,0,0,0,0,0,0,0,0,22.85078589,1,86,0,0,0,0,0,0,0,0,0
12860,19.52892558,3,2,0,0,0,0,0,0,0,0,0,22.0159859,1,86,0,0,0,0,0,0,0,0,0
12880,19.29113577,3,2,0,0,0,0,0,0,0,0,0,21.11768303,1,86,0,0,0,0,0,0,0,0,0
12900,19.05045054,3,2,0,0,0,0,0,0,0,0,0,20.14134139,1,86,0,0,0,0,0,0,0,0,0
12920,18.80675904,3,2,0,0,0,0,0,0,0,0,0,19.06620774,1,86,0,0,0,0,0,0,0,0,0
12940,18.55994319,3,2,0,0,0,0,0,0,0,0,0,18.09208189,1,86,0,0,0,0,0,0,0,0,0
12960,18.309877,3,96,0,0,0,0,0,0,0,0,0,16.99238062,1,86,0,0,0,0,0,0,0,0,0
12980,17.07644933,3,96,0,0,0,0,0,0,0,0,0,15.73341844,1,86,0,0,0,0,0,0,0,0,0
13000,15.74713219,3,96,0,0,0,0,0,0,0,0,0,14.36406157,1,86,0,0,0,0,0,0,0,0,0
13020,14.29521443,3,96,0,0,0,0,0,0,0,0,0,12.84903886,1,86,0,0,0,0,0,0,0,0,0
13040,12.67866689,3,96,0,0,0,0,0,0,0,0,0,11.12897925,1,86,0,0,0,0,0,0,0,0,0
13060,10.8240099,3,96,0,0,0,0,0,0,0,0,0,9.088125521,1,86,0,0,0,0,0,0,0,0,0
13080,8.578226026,3,96,0,0,0,0,0,0,0,0,0,6.427649716,1,86,0,0,0,0,0,0,0,0,0
13100,0,1,90,0,0,0,0,0,0,0,0,0,0,3,95,0,0,0,0,0,0,0,0,0
13120,6.14,1,90,0,0,0,0,0,0,0,0,0,6.666241067,3,95,0,0,0,0,0,0,0,0,0
13140,8.65,1,90,0,0,0,0,0,0,0,0,0,9.356839676,3,95,0,0,0,0,0,0,0,0,0
13160,10.56,1,90,0,0,0,0,0,0,0,0,0,11.4314985,3,95,0,0,0,0,0,0,0,0,0
13180,12.16,1,90,0,0,0,0,0,0,0,0,0,13.18421487,3,95,0,0,0,0,0,0,0,0,0
13200,13.57,1,90,0,0,0,0,0,0,0,0,0,13.73475725,3,32,0,0,0,0,0,0,0,0,0
13220,14.83,1,90,0,0,0,0,0,0,0,0,0,14.26424409,3,32,0,0,0,0,0,0,0,0,0
13240,15.98,1,90,0,0,0,0,0,0,0,0,0,14.77493654,3,32,0,0,0,0,0,0,0,0,0
13260,17.03,1,90,0,0,0,0,0,0,0,0,0,15.26871822,3,32,0,0,0,0,0,0,0,0,0
13280,17.96,1,90,0,0,0,0,0,0,0,0,0,15.74717797,3,32,0,0,0,0,0,0,0,0,0
13300,18.78,1,90,0,0,0,0,0,0,0,0,0,16.21167063,3,32,0,0,0,0,0,0,0,0,0
13320,19.52,1,90,0,0,0,0,0,0,0,0,0,16.66336262,3,32,0,0,0,0,0,0,0,0,0
13340,20.2,1,90,0,0,0,0,0,0,0,0,0,17.1032667,3,32,0,0,0,0,0,0,0,0,0
13360,20.82,2,0,0,0,0,0,0,0,0,0,0,17.6408537,3,32,0,0,0,0,0,0,0,0,0
13380,20.84,2,0,0,0,0,0,0,0,0,0,0,18.16269446,3,32,0,0,0,0,0,0,0,0,0
13400,20.84,2,0,0,0,0,0,0,0,0,0,0,18.67010774,3,32,0,0,0,0,0,0,0,0,0
13420,20.84,2,0,0,0,0,0,0,0,0,0,0,19.16423811,3,32,0,0,0,0,0,0,0,0,0
13440,20.84,2,0,0,0,0,0,0,0,0,0,0,19.64608655,3,32,0,0,0,0,0,0,0,0,0
13460,20.84,2,0,0,0,0,0,0,0,0,0,0,20.11653445,3,32,0,0,0,0,0,0,0,0,0
13480,20.84,1,90,0,0,0,0,0,0,0,0,0,20.57636271,3,32,0,0,0,0,0,0,0,0,0
13500,21.48,1,90,0,0,0,0,0,0,0,0,0,21.02626709,3,32,0,0,0,0,0,0,0,0,0
13520,22.09,1,90,0,0,0,0,0,0,0,0,0,21.46687065,3,32,0,0,0,0,0,0,0,0,0
13540,22.67,1,90,0,0,0,0,0,0,0,0,0,21.89873397,3,32,0,0,0,0,0,0,0,0,0
13560,23.21,1,90,0,0,0,0,0,0,0,0,0,22.32236356,3,32,0,0,0,0,0,0,0,0,0
13580,23.73,1,90,0,0,0,0,0,0,0,0,0,22.73821892,3,32,0,0,0,0,0,0,0,0,0
13600,24.22,1,90,0,0,0,0,0,0,0,0,0,23.14671841,3,32,0,0,0,0,0,0,0,0,0
13620,24.68,1,90,0,0,0,0,0,0,0,0,0,23.54824424,3,32,0,0,0,0,0,0,0,0,0
13640,25.13,1,90,0,0,0,0,0,0,0,0,0,23.94314668,3,32,0,0,0,0,0,0,0,0,0
